Project Name,Project Version,Package Path,Package Type,Component Name,Component Version Name,Component Description,Component Origin Id(s),Component Origin Namespace(s),Component Usage,Component Match Type(s),Download URL,Component Modified,License(s),License Family(ies),Vulnerability Name(s),Vulnerability Description,Vulnerability Source(s),Vulnerability Published Date,Vulnerability Updated Date,Base Score - cvss2,Severity - cvss2,Base Score - cvss3,Severity - cvss3,Remediation Info - Overall Score,ExploitAvailable,WorkaroundAvailable,SolutionAvailable,Remediation Status,Remediation Comment,Remediation CreatedAt,Upgrade Guidance - Short Term,Upgrade Guidance - Long Term
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,,,findutils,4.8.0,,findutils/4.8.0-1.20/x86_64,opensuse,UNSPECIFIED,FILE_DEPENDENCY_DIRECT,http://savannah.gnu.org/projects/findutils/,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/bin/find#,,findutils,,,,,UNSPECIFIED,BINARY,http://savannah.gnu.org/projects/findutils/,False,"X11 License, FSF Unlimited License, GNU General Public License v2.0 or later","Notice, Notice, Reciprocal - No Linking",,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/local/bin/bookkeeper-operator#,,form3tech-oss/jwt-go,v3.2.3,,form3tech-oss/jwt-go:v3.2.3,github,UNSPECIFIED,BINARY,https://github.com/form3tech-oss/jwt-go,False,MIT License,Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/local/bin/bookkeeper-operator#,,fsnotify-fsnotify,v1.5.1,,Unknown,unknown,UNSPECIFIED,BINARY,https://fsnotify.org,False,"BSD 3-clause ""New"" or ""Revised"" License",Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/lib/perl5/5.26.1/Getopt/Long.pm#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,Getopt::Long,2.49,,perl-Getopt-Long/1:2.49-410.module_1675+7c48d950/noarch,fedora,UNSPECIFIED,FILE_EXACT_FILE_MATCH,http://search.cpan.org/dist/Getopt-Long/,False,"Artistic License 1.0, GNU General Public License v2.0 or later","Notice, Reciprocal - No Linking",,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/local/bin/bookkeeper-operator#,,github.com/go-logr/zapr,v1.2.0,,go-logr/zapr:v1.2.0,github,UNSPECIFIED,BINARY,https://github.com/go-logr/zapr,False,Apache License 2.0,Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/lib64/libglib-2.0.so.0.7000.5#,,GLib,,,,,UNSPECIFIED,BINARY,http://library.gnome.org/devel/glib/,False,GNU Library General Public License v2 or later,Reciprocal - Limited Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/lib64/libgmp.so.10.3.2#,,GMP,6.1.2,,"Unknown, mingw64-gmp/6.1.2-4.el8/noarch, libgmp10/6.1.2-4.9.1/x86_64","opensuse, unknown, rocky",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT, FILE_EXACT_FILE_MATCH, BINARY",http://gmplib.org/,False,"GNU Lesser General Public License v3.0 or later, GNU General Public License v2.0 or later, GNU General Public License v3.0 or later","Reciprocal - Limited Linking, Reciprocal - No Linking, Reciprocal - No Linking",CVE-2021-43618 (BDSA-2021-4061) ,"GNU Multiple Precision Arithmetic Library (GMP) through 6.2.1 has an mpz/inp_raw.c integer overflow and resultant buffer overflow via crafted input, leading to a segmentation fault on 32-bit platforms.","NVD, BDSA",2021-11-15T04:15:00.000Z,2022-12-08T22:15:00.000Z,5.0,MEDIUM,7.5,HIGH,7.5,False,False,False,NEW,,2023-01-26T01:22:42.599Z,Not available,Not available
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2021-3999 (BDSA-2022-0238) ,GNU libc is vulnerable to denial-of-service (DoS) due to the improper handling of very long file names in `getcwd()` function. The vulnerability results in a crash due to a stack buffer overflow.,"NVD, BDSA",2022-01-25T15:33:05.166Z,2022-07-25T10:22:08.195Z,5.0,LOW,7.5,MEDIUM,6.5,False,False,True,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2021-3998 (BDSA-2022-0231) ,GNU libc (glibc) is vulnerable to denial-of-service (DoS) due to a memory mismanagement issue in the `realpath()` function. A user that is able to supply input to `realpath()` function could create memory leaks or attempt to use uninitialized memory. This could result in high memory usage and an application crash.,"NVD, BDSA",2022-01-25T12:01:49.879Z,2023-01-12T04:46:04.321Z,5.0,LOW,7.5,MEDIUM,6.5,False,False,True,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2022-23219 (BDSA-2017-4080) ,"The deprecated compatibility function clnt_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its hostname argument on the stack without validating its length, which may result in a buffer overflow, potentially resulting in a denial of service or (if an application is not built with a stack protector enabled) arbitrary code execution.","NVD, BDSA",2022-01-14T07:15:00.000Z,2022-11-08T13:32:00.000Z,7.5,HIGH,9.8,CRITICAL,9.8,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2022-23218 (BDSA-2017-4081) ,"The deprecated compatibility function svcunix_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its path argument on the stack without validating its length, which may result in a buffer overflow, potentially resulting in a denial of service or (if an application is not built with a stack protector enabled) arbitrary code execution.","NVD, BDSA",2022-01-14T07:15:00.000Z,2022-11-08T13:37:00.000Z,7.5,HIGH,9.8,CRITICAL,9.8,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2021-38604 (BDSA-2021-2455) ,"In librt in the GNU C Library (aka glibc) through 2.34, sysdeps/unix/sysv/linux/mq_notify.c mishandles certain NOTIFY_REMOVED data, leading to a NULL pointer dereference. NOTE: this vulnerability was introduced as a side effect of the CVE-2021-33574 fix.","NVD, BDSA",2021-08-12T16:15:00.000Z,2022-09-28T20:03:00.000Z,5.0,MEDIUM,7.5,HIGH,7.5,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2021-35942 (BDSA-2021-2207) ,"The wordexp function in the GNU C Library (aka glibc) through 2.33 may crash or read arbitrary memory in parse_param (in posix/wordexp.c) when called with an untrusted, crafted pattern, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations.","NVD, BDSA",2021-07-22T18:15:00.000Z,2022-11-08T13:29:00.000Z,6.4,MEDIUM,9.1,CRITICAL,9.1,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2016-10228 (BDSA-2017-4062) ,"The GNU C Library (glibc) is vulnerable to a denial-of-service (DoS) issue due to the presence of an infinite loop flaw in the `iconv` program.

An attacker could invoke the `iconv` program with the `-c` option and supply a crafted input in order to trigger the infinite loop and cause a `iconv` to hang.","NVD, BDSA",2021-06-23T13:22:30.371Z,2021-06-23T13:22:30.366Z,2.1,LOW,6.2,MEDIUM,5.6,True,False,True,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2021-33574 (BDSA-2021-1584) ,"The GNU C Library (glibc) is vulnerable to a denial-of-service (DoS) condition due to the presence of a use-after-free issue in the `mq_notify()` function.

`mq_notify()` can attempt to use objects that have been separately allocated leading to instability or a crash.","NVD, BDSA",2021-05-26T10:53:44.293Z,2021-08-04T15:41:56.454Z,1.2,LOW,5.1,MEDIUM,4.5,False,False,True,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2020-27618 (BDSA-2020-4482) ,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228.","NVD, BDSA",2021-02-26T23:15:00.000Z,2022-10-28T20:06:00.000Z,2.1,LOW,5.5,MEDIUM,5.5,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2021-27645 (BDSA-2021-0457) ,"The nameserver caching daemon (nscd) in the GNU C Library (aka glibc or libc6) 2.29 through 2.33, when processing a request for netgroup lookup, may crash due to a double-free, potentially resulting in degraded service or Denial of Service on the local system. This is related to netgroupcache.c.","NVD, BDSA",2021-02-24T15:15:00.000Z,2022-11-04T20:06:00.000Z,1.9,LOW,2.5,LOW,2.5,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2021-3326 (BDSA-2021-0227) ,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid input sequences in the ISO-2022-JP-3 encoding, fails an assertion in the code path and aborts the program, potentially resulting in a denial of service.","NVD, BDSA",2021-01-27T20:15:00.000Z,2022-11-04T20:07:00.000Z,5.0,MEDIUM,7.5,HIGH,7.5,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2019-25013 (BDSA-2019-4985) ,"The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read.","NVD, BDSA",2021-01-04T18:15:00.000Z,2022-11-03T19:37:00.000Z,7.1,HIGH,5.9,MEDIUM,5.9,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2020-29562 (BDSA-2020-3636) ,"The iconv function in the GNU C Library (aka glibc or libc6) 2.30 to 2.32, when converting UCS4 text containing an irreversible character, fails an assertion in the code path and aborts the program, potentially resulting in a denial of service.","NVD, BDSA",2020-12-04T07:15:00.000Z,2021-03-19T18:41:00.000Z,2.1,LOW,4.8,MEDIUM,4.8,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2020-1752 (BDSA-2020-0972) ,"A use-after-free vulnerability introduced in glibc upstream version 2.14 was found in the way the tilde expansion was carried out. Directory paths containing an initial tilde followed by a valid username were affected by this issue. A local attacker could exploit this flaw by creating a specially crafted path that, when processed by the glob function, would potentially lead to arbitrary code execution. This was fixed in version 2.32.","NVD, BDSA",2020-04-30T17:15:00.000Z,2022-10-28T20:06:00.000Z,3.7,LOW,7.0,HIGH,7.0,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2020-6096 (BDSA-2020-0631) ,"An exploitable signed comparison vulnerability exists in the ARMv7 memcpy() implementation of GNU glibc 2.30.9000. Calling memcpy() (on ARMv7 targets that utilize the GNU glibc implementation) with a negative value for the 'num' parameter results in a signed comparison vulnerability. If an attacker underflows the 'num' parameter to memcpy(), this vulnerability could lead to undefined behavior such as writing to out-of-bounds memory and potentially remote code execution. Furthermore, this memcpy() implementation allows for program execution to continue in scenarios where a segmentation fault or crash should have occurred. The dangers occur in that subsequent execution and iterations of this code will be executed with this corrupted data.","NVD, BDSA",2020-04-01T22:15:00.000Z,2022-11-21T19:39:00.000Z,6.8,MEDIUM,8.1,HIGH,8.1,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2020-10029 (BDSA-2020-0371) ,"The GNU C Library (aka glibc or libc6) before 2.32 could overflow an on-stack buffer during range reduction if an input to an 80-bit long double function contains a non-canonical bit pattern, a seen when passing a 0x5d414141414141410000 value to sinl on x86 targets. This is related to sysdeps/ieee754/ldbl-96/e_rem_pio2l.c.","NVD, BDSA",2020-03-04T15:15:00.000Z,2022-11-10T03:31:00.000Z,2.1,LOW,5.5,MEDIUM,5.5,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/lib64/libc-2.31.so#,,GNU C Library,2.31,,"libc:2.31, glibc/2.31-150300.41.1/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, BINARY",http://www.gnu.org/software/libc/,False,GNU Lesser General Public License v2.1 or later,Reciprocal - Limited Linking,CVE-2019-1010022 (BDSA-2018-5009) ,glibc is vulnerable to is vulnerable to stack overflow protection bypass due to improper handling of stack canary data structures. This could allow an attacker to leverage existing stack-based buffer overflow vulnerabilities.,"NVD, BDSA",2019-07-15T13:11:39.061Z,2022-05-05T13:24:45.942Z,1.2,LOW,2.9,LOW,2.7,True,False,False,NEW,,2023-01-26T01:22:42.599Z,2.34,2.34
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/sbin/ldconfig#,,GNU C Library,,,,,UNSPECIFIED,BINARY,http://www.gnu.org/software/libc/,False,"GNU Lesser General Public License v2.1 or later, ISC License, CarnMellon Mach OS License (similar to Historical Permission Notice), BSD 3-clause ""New"" or ""Revised"" License, GNU General Public License v2.0 or later, Sun RPC License","Reciprocal - Limited Linking, Notice, Notice, Notice, Reciprocal - No Linking, Restrictive Proprietary",,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/share/zoneinfo/#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,GNU C Library,2022f,,timezone/2022f-74.66.1/x86_64,suse,UNSPECIFIED,FILE_SOME_FILES_MODIFIED,http://www.gnu.org/software/libc/,False,"BSD 3-clause ""New"" or ""Revised"" License, Public Domain","Notice, Notice",,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,,,GNU Compiler Collection,12.2.1+git416,,"libgcc_s1/12.2.1+git416-150000.1.5.1/x86_64, libstdc++6/12.2.1+git416-150000.1.5.1/x86_64",opensuse,UNSPECIFIED,FILE_DEPENDENCY_DIRECT,http://gcc.gnu.org/,False,MIT License,Notice,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/bin/[#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,GNU Core Utilities,8.32,,"coreutils:v8.32, coreutils/8.32-150400.7.5/x86_64","opensuse, gnu",UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT_FILE_MATCH, BINARY",http://savannah.gnu.org/projects/coreutils/,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/bin/cpio#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,GNU cpio,2.13,,cpio/2.13-150400.1.98/x86_64,opensuse,UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT_FILE_MATCH",http://www.gnu.org/software/cpio/,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,CVE-2021-38185 (BDSA-2021-2384) ,"GNU cpio through 2.13 allows attackers to execute arbitrary code via a crafted pattern file, because of a dstring.c ds_fgetstr integer overflow that triggers an out-of-bounds heap write. NOTE: it is unclear whether there are common cases where the pattern file, associated with the -E option, is untrusted data.","NVD, BDSA",2021-08-08T00:15:00.000Z,2021-08-16T15:35:00.000Z,6.8,MEDIUM,7.8,HIGH,7.8,False,False,False,NEW,,2023-01-26T01:06:05.889Z,Not available,Not available
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/bin/cpio#,,GNU cpio,,,,,UNSPECIFIED,BINARY,http://www.gnu.org/software/cpio/,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/bin/diff#,,GNU Diff Utilities,,,,,UNSPECIFIED,BINARY,http://savannah.gnu.org/projects/diffutils,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/bin/cmp#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,GNU Diff Utilities,3.6,,diffutils/3.6-4.3.1/x86_64,opensuse,UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT_FILE_MATCH",http://savannah.gnu.org/projects/diffutils,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/bin/grep#,,GNU grep,,,,,UNSPECIFIED,BINARY,http://savannah.gnu.org/projects/grep/,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,,,GNU grep,3.1,,grep/3.1-150000.4.6.1/x86_64,opensuse,UNSPECIFIED,FILE_DEPENDENCY_DIRECT,http://savannah.gnu.org/projects/grep/,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/bin/sed#,,GNU sed,,,,,UNSPECIFIED,BINARY,http://www.gnu.org/software/sed/,False,GNU General Public License v2.0 or later,Reciprocal - No Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/usr/bin/sed#/3de8dfd2808e7607d5faf3e44dc27d4591cf39adaa0ded0d8948f2c3614dadf9/layer.tar!/,,GNU sed,4.4,,sed/4.4-11.6/x86_64,opensuse,UNSPECIFIED,"FILE_DEPENDENCY_DIRECT, FILE_EXACT_FILE_MATCH",http://www.gnu.org/software/sed/,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,,,,,,,,,,,,,,,,,,
obs_misc,bookkeeper-operator-0.1.9-107-8c4f6b6,/image_devops-repo.isus.emc.com_8116_nautilus_bookkeeper-operator_v_0.1.9-107-8c4f6b6/usr/bin/gpg2#,,GnuPG,2.2.27,,Unknown,unknown,UNSPECIFIED,BINARY,http://www.gnupg.org/,False,GNU General Public License v3.0 or later,Reciprocal - No Linking,CVE-2022-3515 (BDSA-2022-2934) ,"A vulnerability was found in the Libksba library due to an integer overflow within the CRL parser. The vulnerability can be exploited remotely for code execution on the target system by passing specially crafted data to the application, for example, a malicious S/MIME attachment.","NVD, BDSA",2023-01-12T15:15:00.000Z,2023-01-20T20:08:00.000Z,0.0,LOW,9.8,CRITICAL,9.8,False,False,False,NEW,,2023-01-26T01:22:42.599Z,2.3.7,2.3.7
